Timestamp(ms),Current(uA)
20136.25,202920.750
20136.26,196772.422
20136.27,190628.891
20136.28,187558.938
20136.29,182956.266
20136.3,182189.406
20136.31,179122.766
20136.32,173759.016
20136.33,171461.406
20136.34,166102.922
20136.35,169164.469
20136.36,170695.688
20136.37,166868.203
20136.38,165337.734
20136.39,161512.875
20136.4,161512.875
20136.41,159218.875
20136.42,154632.875
20136.43,150813.297
20136.44,149285.984
20136.45,147758.969
20136.46,146232.266
20136.47,146995.578
20136.48,146995.578
20136.49,144705.859
20136.5,144705.859
20136.51,143179.750
20136.52,142416.813
20136.53,141653.938
20136.54,139365.797
20136.55,137840.750
20136.56,137078.328
20136.57,137840.750
20136.58,139365.797
20136.59,137840.750
20136.6,136316.000
20136.61,137840.750
20136.62,135553.734
20136.63,133267.391
20136.64,134029.422
20136.65,132505.422
20136.66,132505.422
